league,season,team,player,nation_,pos_,age_,Playing Time_Min,Playing Time_90s,primary_role,secondary_role,role_confidence,role_ambiguity,primary_role_similarity,secondary_role_similarity,finishing_index_role,chance_creation_index,ball_progression_index,passing_security_index,passing_volume_index,crossing_width_index,availability_index_role,discipline_risk_index,role_fit_explainability_score,role_explainability_quality,dominant_tactical_dimension,dominant_tactical_score,role_explanation_text
ITA-Serie A,1920,Torino,Nicolas Nkoulou,CMR,DF,29.0,2692,29.9,Aerial Defender,Aerial Defender,1.6,98.4,45.8,44.2,57.862998583024996,25.783923458342063,28.78243692197181,77.06489662329534,73.3396186884559,30.240414833438088,86.72532998114393,13.482086737900694,64.19088784213703,High,availability_index_role,86.72532998114393,Rol explicado principalmente por: Availability P87 · Passing Security P77 · Ball Progression P29
ITA-Serie A,1920,Torino,Ola Aina,NGA,DF,22.0,2079,23.1,Aggressive Defender,Aerial Defender,12.5,87.5,40.0,27.5,28.236969379582415,87.81688665409595,78.0820687797432,32.81776369021242,70.04504504504503,67.33972344437461,72.58956631049655,33.060967944688876,61.16313292681739,High,chance_creation_index,87.81688665409595,Rol explicado principalmente por: Ball Progression P78 · Availability P73 · Passing Security P33
ITA-Serie A,1920,Torino,Salvatore Sirigu,ITA,GK,32.0,3240,36.0,,,,,,,50.10362694300518,71.14277489925159,56.62472242783123,49.39546643596867,82.72884283246977,50.097150259067355,87.95336787564767,27.590673575129532,,No role assigned,availability_index_role,87.95336787564767,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Samir Ujkani,KVX,GK,31.0,90,1.0,,,,,,,50.10362694300518,43.83995394358088,37.99037749814952,61.10538781239989,22.797927461139896,50.097150259067355,14.637305699481866,61.46373056994818,,No role assigned,discipline_risk_index,61.46373056994818,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Saša Lukić,SRB,MF,22.0,1861,20.7,Ball Winner,Attacking Progressor,34.0,66.0,78.1,44.1,51.57802442088005,59.93821929664003,75.99162742019884,63.02995298608666,69.90842490842492,78.34249084249083,78.72301048735349,13.217149907464531,72.58153029787967,High,availability_index_role,78.72301048735349,Rol explicado principalmente por: Availability P79 · Ball Progression P76 · Passing Security P63
ITA-Serie A,1920,Torino,Simone Edera,ITA,"MF,FW",22.0,398,4.4,,,,,,,61.60061395655914,44.900105152471085,32.9202343397927,45.64268108371286,25.630914826498422,44.873817034700316,33.75394321766561,13.012618296529965,,No role assigned,finishing_index_role,61.60061395655914,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Simone Verdi,ITA,"MF,FW",27.0,2073,23.0,Creative Playmaker,Attacking Progressor,13.9,86.1,59.3,45.4,37.43965787428809,85.61163687346654,86.72825597115818,48.66784329238811,86.01472134595163,92.8627760252366,86.78233438485805,37.93375394321766,73.66924537900428,High,crossing_width_index,92.8627760252366,Rol explicado principalmente por: Ball Progression P87 · Chance Creation P86 · Passing Security P49
ITA-Serie A,1920,Torino,Simone Zaza,ITA,FW,28.0,1640,18.2,Box Finisher,Creator Forward,5.7,94.3,31.0,25.3,61.869044852158225,51.13429375724458,54.300617415371505,37.58888603863196,57.68753104818678,43.68479880774963,64.96274217585693,29.21013412816692,59.322026928419916,High,availability_index_role,64.96274217585693,Rol explicado principalmente por: Availability P65 · Finishing P62 · Chance Creation P51
ITA-Serie A,1920,Torino,Soualiho Meïté,FRA,MF,25.0,2201,24.5,Ball Winner,Creative Playmaker,2.8,97.2,34.1,31.3,27.735667280886886,76.21906665089884,80.44479330193614,57.61027511119477,73.95604395604396,58.63553113553113,84.40468846391116,38.032078963602714,74.15325229234736,High,availability_index_role,84.40468846391116,Rol explicado principalmente por: Availability P84 · Ball Progression P80 · Passing Security P58
ITA-Serie A,1920,Torino,Tomás Rincón,VEN,MF,31.0,2702,30.0,Ball Winner,Attacking Progressor,12.2,87.8,29.1,17.0,55.36681155964735,74.23974156855094,85.96023024594453,56.768688196597424,85.77533577533576,59.63369963369963,91.8568784700802,28.855644663787782,78.19526563754071,High,availability_index_role,91.8568784700802,Rol explicado principalmente por: Availability P92 · Ball Progression P86 · Passing Security P57
ITA-Serie A,1920,Torino,Vincenzo Millico,ITA,"MF,FW",18.0,216,2.4,,,,,,,22.121123594328058,27.339642481598318,24.222622803064443,38.31970746650166,21.63512092534175,59.503154574132495,18.990536277602523,69.79495268138801,,No role assigned,discipline_risk_index,69.79495268138801,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Wilfried Singo,CIV,DF,18.0,132,1.5,,,,,,,83.79084690827675,46.057685592569314,21.226542156774716,29.191787984896166,11.313639220615963,40.603394091766184,11.301068510370836,74.49717159019485,,No role assigned,finishing_index_role,83.79084690827675,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Álex Berenguer,ESP,"MF,DF",24.0,1823,20.3,Creative Playmaker,Attacking Progressor,13.2,86.8,55.9,42.7,89.53548162787293,84.34343434343435,79.05844155844156,50.24599442702891,70.54924242424242,82.24431818181819,72.95454545454547,44.31818181818182,71.21595677630161,High,finishing_index_role,89.53548162787293,Rol explicado principalmente por: Chance Creation P84 · Ball Progression P79 · Passing Security P50
ITA-Serie A,1920,Udinese,Antonín Barák,CZE,"MF,FW",24.0,194,2.2,,,,,,,30.41047330860583,19.17280056081318,21.991888237945016,38.94098613407447,21.503680336487907,35.21293375394322,18.23343848580442,57.57097791798107,,No role assigned,discipline_risk_index,57.57097791798107,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Bram Nuytinck,NED,DF,29.0,2225,24.7,Aggressive Defender,Aggressive Defender,2.0,98.0,40.6,38.6,30.788848948702203,42.36329352608422,69.20175989943432,65.21098911381226,78.57741462392624,40.603394091766184,74.17347580138278,59.7894406033941,69.52874160487646,High,passing_volume_index,78.57741462392624,Rol explicado principalmente por: Availability P74 · Ball Progression P69 · Passing Security P65
ITA-Serie A,1920,Udinese,Giuseppe Pezzella,ITA,DF,21.0,80,0.9,,,,,,,35.480829666876176,27.725399818423075,19.93804435664901,8.666769071479871,8.406662476429918,48.32652419861722,7.071024512884978,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Hidde ter Avest,NED,DF,22.0,686,7.6,,,,,,,41.625098895954025,55.873315175640755,40.872766454161805,17.25740954908176,28.93882254347371,52.537712130735386,33.815210559396604,66.64047768698931,,No role assigned,discipline_risk_index,66.64047768698931,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Ignacio Pussetto,ARG,"FW,MF",23.0,341,3.8,,,,,,,60.00096503736792,28.59241452991453,34.99313186813187,25.012697269339252,32.75240384615385,54.597355769230774,29.783653846153847,56.49038461538461,,No role assigned,finishing_index_role,60.00096503736792,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Ilija Nestorovski,MKD,FW,29.0,1251,13.9,Box Finisher,Creator Forward,19.5,80.5,70.7,51.2,40.05471143662223,49.22172545123365,64.24313391526506,56.72472700263236,65.7973174366617,44.35543964232488,59.71684053651268,36.77347242921013,49.66442580812285,High,passing_volume_index,65.7973174366617,Rol explicado principalmente por: Availability P60 · Chance Creation P49 · Finishing P40
ITA-Serie A,1920,Udinese,Jens Stryger Larsen,DEN,DF,28.0,2789,31.0,Aggressive Defender,Aerial Defender,22.6,77.4,48.1,25.4,54.85634166437457,86.1826943222292,91.25437730088892,41.57510511330886,84.13995390739576,71.47234443746072,90.35197988686359,42.15901948460088,74.39382076702044,High,ball_progression_index,91.25437730088892,Rol explicado principalmente por: Ball Progression P91 · Availability P90 · Passing Security P42
ITA-Serie A,1920,Udinese,Juan Musso,ARG,GK,25.0,3420,38.0,,,,,,,50.10362694300518,55.33966609096142,55.38490007401924,62.73199949188072,87.28411053540587,50.097150259067355,97.77202072538861,40.60880829015544,,No role assigned,availability_index_role,97.77202072538861,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Ken Sema,SWE,"DF,MF",25.0,2453,27.3,Attacking Progressor,Attacking Progressor,14.3,85.7,65.8,51.4,61.2832689096825,77.77777777777777,81.24223602484471,50.21313473902146,80.0,97.93478260869566,87.3913043478261,35.65217391304347,79.6733379342075,High,crossing_width_index,97.93478260869566,Rol explicado principalmente por: Ball Progression P81 · Passing Volume P80 · Chance Creation P78
ITA-Serie A,1920,Udinese,Kevin Lasagna,ITA,FW,26.0,2569,28.5,Box Finisher,Creator Forward,10.0,90.0,37.9,27.9,56.56115671612067,60.68885577082298,72.53566106025123,45.64263469633178,71.47292598112271,57.209388971684064,89.12071535022353,55.476900149031295,68.79024261238906,High,availability_index_role,89.12071535022353,Rol explicado principalmente por: Availability P89 · Chance Creation P61 · Finishing P57
ITA-Serie A,1920,Udinese,Marco Ballarini,ITA,MF,18.0,1,0.0,,,,,,,35.498107485769424,20.371942130116096,13.956043956043958,54.89018720283775,9.053724053724054,28.049450549450547,8.470080197409008,65.48426896977175,,No role assigned,discipline_risk_index,65.48426896977175,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Martin Palumbo,NOR,MF,17.0,1,0.0,,,,,,,35.498107485769424,20.371942130116096,10.329670329670332,0.5860805860805861,2.6617826617826617,28.049450549450547,8.470080197409008,65.48426896977175,,No role assigned,discipline_risk_index,65.48426896977175,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Marvin Zeegelaar,NED,DF,28.0,593,6.6,,,,,,,35.480829666876176,69.71855576506739,40.50911376492771,35.30390647150744,26.456107270060755,53.18981772470144,28.742928975487114,53.22124450031427,,No role assigned,chance_creation_index,69.71855576506739,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Mato Jajalo,BIH,MF,31.0,1649,18.3,Ball Winner,Attacking Progressor,17.9,82.1,38.4,20.5,31.785491367131367,47.84853960671357,71.37100994243852,54.45879940810166,78.36385836385837,75.45787545787545,74.53423812461443,6.6933991363356,66.78801582505154,High,passing_volume_index,78.36385836385837,Rol explicado principalmente por: Availability P75 · Ball Progression P71 · Passing Security P54
ITA-Serie A,1920,Udinese,Nicholas Opoku,GHA,DF,21.0,481,5.3,,,,,,,37.29633233661979,34.366925064599485,30.97333213612283,32.77861720467789,20.835952231301068,43.43180389692017,24.085480829666874,28.629792583280956,,No role assigned,crossing_width_index,43.43180389692017,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Udinese,Rodrigo Becão,BRA,DF,23.0,2213,24.6,Aerial Defender,Ball-Playing Centre-Back,1.4,98.6,51.5,50.1,67.25450841215167,42.18870032823522,55.091137649277194,65.23731962503055,66.7138068300859,39.84129478315525,74.49402891263357,33.060967944688876,64.94082872898043,High,availability_index_role,74.49402891263357,Rol explicado principalmente por: Availability P74 · Passing Security P65 · Ball Progression P55
ITA-Serie A,1920,Udinese,Rodrigo De Paul,ARG,MF,25.0,2822,31.4,Creative Playmaker,Creative Playmaker,3.5,96.5,39.3,35.8,78.0417874045431,98.18759278969027,96.7032967032967,44.371138367141036,94.0842490842491,98.94688644688645,94.46637877853178,13.217149907464531,79.75400928670933,High,crossing_width_index,98.94688644688645,Rol explicado principalmente por: Chance Creation P98 · Ball Progression P97 · Passing Security P44
ITA-Serie A,1920,Udinese,Rolando Mandragora,ITA,MF,22.0,2050,22.8,Ball Winner,Creative Playmaker,2.0,98.0,43.3,41.3,36.74245728663631,81.64223032205759,72.31815803244375,52.151852718389904,75.73260073260073,77.32600732600733,80.70326958667489,47.732880937692784,68.39109344583618,High,chance_creation_index,81.64223032205759,Rol explicado principalmente por: Availability P81 · Ball Progression P72 · Passing Security P52
ITA-Serie A,1920,Udinese,Samir Santos,BRA,DF,24.0,1546,17.2,Aggressive Defender,Aerial Defender,4.5,95.5,41.4,36.9,75.97056353131433,36.210629233885044,56.17311663823292,61.42591863401424,52.37272155876807,40.603394091766184,55.66310496543055,53.22124450031427,57.75404674589257,High,finishing_index_role,75.97056353131433,Rol explicado principalmente por: Passing Security P61 · Ball Progression P56 · Availability P56
ITA-Serie A,1920,Udinese,Sebastien De Maio,FRA,DF,32.0,1500,16.7,Aerial Defender,Ball-Playing Centre-Back,13.7,86.3,39.3,25.6,45.99389961040317,37.17089182205461,41.64945676573584,36.45154429234508,48.213911586004606,47.7294154619736,55.336266499057196,66.64047768698931,44.4790891857127,High,discipline_risk_index,66.64047768698931,Rol explicado principalmente por: Availability P55 · Ball Progression P42 · Passing Security P36
ITA-Serie A,1920,Udinese,Seko Fofana,CIV,MF,24.0,2249,25.0,Attacking Progressor,Ball Winner,5.5,94.5,33.4,27.9,57.78580043687899,88.78286791920351,81.90476190476191,69.30371177447769,78.58363858363859,56.03479853479853,84.60826650215915,41.255397902529296,83.09042280253468,High,chance_creation_index,88.78286791920351,Rol explicado principalmente por: Chance Creation P89 · Ball Progression P82 · Passing Volume P79
ITA-Serie A,1920,Udinese,Stefano Okaka,ITA,FW,29.0,2415,26.8,Box Finisher,Mobile Forward,3.0,97.0,47.9,44.8,60.96622930219525,58.88392117900313,80.15754737066212,74.61562031575971,80.70044709388971,42.939642324888226,85.18628912071536,26.974664679582716,68.34547986730458,High,availability_index_role,85.18628912071536,Rol explicado principalmente por: Availability P85 · Finishing P61 · Chance Creation P59
ITA-Serie A,1920,Udinese,Walace,BRA,MF,24.0,1139,12.7,Ball Winner,Creative Playmaker,18.5,81.5,39.8,21.3,33.582484126663154,47.197338955512926,60.52328623757195,68.63463331194718,64.84126984126983,33.891941391941394,65.89142504626774,47.732880937692784,65.01644819859563,High,passing_security_index,68.63463331194718,Rol explicado principalmente por: Passing Security P69 · Availability P66 · Ball Progression P61
ITA-Serie A,1920,Udinese,William Troost-Ekong,NGA,DF,25.0,2576,28.6,Aerial Defender,Ball-Playing Centre-Back,7.1,92.9,36.4,29.3,33.89191710775188,30.560793351491025,52.505162970279244,52.14299111812454,67.92373769117955,34.01948460087995,83.57008170961659,42.15901948460088,62.739411932673455,High,availability_index_role,83.57008170961659,Rol explicado principalmente por: Availability P84 · Ball Progression P53 · Passing Security P52
ITA-Serie A,1920,Udinese,Łukasz Teodorczyk,POL,FW,28.0,222,2.5,,,,,,,27.366802342055294,50.612684219241594,27.868852459016388,33.31125811222438,27.943368107302533,31.66915052160954,26.780923994038744,55.476900149031295,,No role assigned,discipline_risk_index,55.476900149031295,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,2021,Atalanta,Aleksei Miranchuk,RUS,"MF,FW",24.0,675,7.5,,,,,,,79.49009051928051,71.88923939712583,61.15367282559712,58.09479613606933,59.98948475289169,62.22397476340694,45.99369085173502,69.79495268138801,,No role assigned,finishing_index_role,79.49009051928051,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,2021,Atalanta,Amad Diallo,CIV,MF,18.0,14,0.2,,,,,,,46.14719279791023,36.00075775893172,31.229722658294087,46.92402822293028,13.137973137973136,28.049450549450547,29.993830968537935,51.52683528685996,,No role assigned,discipline_risk_index,51.52683528685996,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,2021,Atalanta,Berat Djimsiti,ALB,DF,27.0,2625,29.2,Ball-Playing Centre-Back,Aerial Defender,2.3,97.7,50.7,48.4,35.41408051584862,84.63579858928696,89.64263266588848,79.17993902906893,90.07437670228369,51.838466373350094,86.15964802011314,33.060967944688876,86.26414910433856,High,passing_volume_index,90.07437670228369,Rol explicado principalmente por: Passing Volume P90 · Ball Progression P90 · Availability P86
